Character,Moon,CharMoon,Move,Damage,Red Damage,Proration,Cancel,Guard,First Active,Active,Recovery,Frame Adv,TotalFrames,Circuit,Image,Image2
Nero,Crescent_Moon,C-Nero,2C (2C),900,490,80% (O),"N, SP, EX (J)",LH,11,8,20,-10,38,9.0%,https://mizuumi.wiki/images/f/f1/MBCC_C-Nero_2C_hb.png,
Nero,Crescent_Moon,C-Nero,2C (2[C]),1600,1029,90% (O),"N, SP, EX (J)",LH,25,8,20,-10,38,12.0%,https://mizuumi.wiki/images/f/f1/MBCC_C-Nero_2C_hb.png,
Nero,Crescent_Moon,C-Nero,j.A,350,196,78% (O),"SE, N, J",LHA,7,4,10,-,20,3.2%,https://mizuumi.wiki/images/3/3f/MBCC_C-Nero_j.A_hb.png,
Nero,Crescent_Moon,C-Nero,j.B,"600, 500 (987)",(521),80% (O) / 50% (O),"N, J",HA,8,"3, 2",-,-,12,"6.65%, 7.0% (13.65%)",https://mizuumi.wiki/images/a/af/MBCC_C-Nero_j.B_hb.png,
Nero,Crescent_Moon,C-Nero,j.C,"300*3, 700","196*3, 392","100%, 90% (M)","N, J",HA,9,"2, 2, 2, 4",-,-,18,"1.0%, 2.0%, 4.0%*2 (11.0%)",https://mizuumi.wiki/images/9/94/MBCC_C-Nero_j.C_hb.png,
Nero,Crescent_Moon,C-Nero,4C,"800, 600 (1106)",(689),60% (O),"(N), (SP), (EX), (J)","LH, LHA",10,7 (6) 4,18,"-17, -4",44,"8.0%, 6.0% (14.0%)",https://mizuumi.wiki/images/2/29/MBCC_C-Nero_4C_hb.png,
Nero,Crescent_Moon,C-Nero,Ground Throw,200*9 (1572),(588),100%,-,U,3,1,22,-,25,0.0%,https://wiki.gbl.gg/images/0/0d/MBCC_Nero_Throw.png,
Nero,Crescent_Moon,C-Nero,Air Throw,1200 (1056),517,30%,-,U,2,1,Until Landing+12,-,14,10.0%,https://wiki.gbl.gg/images/8/85/MBCC_Nero_AirThrow.png,
Nero,Crescent_Moon,C-Nero,Shield Bunker (Bunker),500,196,100%,-,LHA,26,4,19,-5,48,0.0% (-50.0% in blockstun),https://mizuumi.wiki/images/3/37/MBCC_Nero_214D_hb.png,
Nero,Crescent_Moon,C-Nero,Shield Bunker ((Clash)),500,196,100%,-,LHA,7,4,19,-5,48,0.0%/-50.0%,https://mizuumi.wiki/images/3/37/MBCC_Nero_214D_hb.png,
Nero,Crescent_Moon,C-Nero,Heat,100,0,100%,-,U,20,3,25,-,47,-100.0% (min),https://mizuumi.wiki/images/3/30/MBCC_Nero_ABC_hb.png,
Nero,Crescent_Moon,C-Nero,Circuit Spark (Ground),100,0,100%,-,U,11,10,20,-,40,removes all,https://mizuumi.wiki/images/e/e7/MBCC_Nero_CSpark_hb.png,
Nero,Crescent_Moon,C-Nero,Circuit Spark (Air),100,0,100%,-,U,12,10,Until Landing+15,-,40,removes all,https://mizuumi.wiki/images/e/e7/MBCC_Nero_CSpark_hb.png,
Nero,Crescent_Moon,C-Nero,(Forward Dash),-,-,-,-,-,-,-,56,-,56,-,https://mizuumi.wiki/images/1/13/MBCC_C-Nero_66.png,
Nero,Crescent_Moon,C-Nero,Chaos Release - Black Wings (A),800,343,100%,-,LHA,9,X,31,-3,39,8.0%,https://mizuumi.wiki/images/2/22/MBCC_C-Nero_236A_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Release - Black Wings (B),800,245,50% (O),-,LHA,122,19,42,-,39,8.0%,https://mizuumi.wiki/images/2/22/MBCC_C-Nero_236A_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Release - Black Wings (EX),210*13 (1785),(823),90% (O),-,LHA,3+44,46,3+14,-,39,-100.0%,https://mizuumi.wiki/images/2/22/MBCC_C-Nero_236A_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Release - Black Wings (A/B),800,245,50%,-,LHA,72 ~ 73,16,42,-,,8.0%,https://mizuumi.wiki/images/b/b5/MBCC_C-Nero_623AB_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Release - Black Wings (C),800,245,50%,-,LHA,289,12,54,-,,8.0%,https://mizuumi.wiki/images/b/b5/MBCC_C-Nero_623AB_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Discharge - Reptilian(EX: Chaos Discharge - Large Tsunami) (A),"400, 160*10 (1725)",(671),100%,-,LH,68 (min),3,39,-,40,"8.0%, 0.6%*10 (14.0%)",https://mizuumi.wiki/images/4/4f/MBCC_C-Nero_214A_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Discharge - Reptilian(EX: Chaos Discharge - Large Tsunami) (B),1000,392,87% (O),-,LH,56 (min),3,34,-,40,11.0%,https://mizuumi.wiki/images/4/4f/MBCC_C-Nero_214A_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Discharge - Reptilian(EX: Chaos Discharge - Large Tsunami) (EX),1500,1176,75% (O),-,LH,7+29,3,2,23,40,-100.0%,https://mizuumi.wiki/images/4/4f/MBCC_C-Nero_214A_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Release - Horned Beasts (A),600,392,75% (O),-,LHA,37,10,44,20-22,,5.0%,https://mizuumi.wiki/images/8/88/MBCC_C-Nero_421A_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Release - Horned Beasts (B),800*2,392*2,75% (O),-,LHA,146,4 (61) 4,60,-,,8.0%*2 (16.0%),https://mizuumi.wiki/images/8/88/MBCC_C-Nero_421A_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Release - Horned Beasts (EX),1500*3,980*3,75% (O),-,LHA,2+107,4 (41) 4 (41) 4,2+50,-,,-100.0%,https://mizuumi.wiki/images/8/88/MBCC_C-Nero_421A_hb.png,
Nero,Crescent_Moon,C-Nero,Chaos Release - Phantasmic,1000*3 (2675),(1835),100% (O),-,LHA,1+7,"1, 3, 3",36,-21,50,-100.0%,https://mizuumi.wiki/images/9/99/MBCC_C-Nero_63214C_hb.png,
Nero,Crescent_Moon,C-Nero,Armament 999,3500,2254,100%,-,U,2+60,8,81,-,150,removes all,https://mizuumi.wiki/images/a/ae/MBCC_C-Nero_41236C_AD_hb.png,
Nero,Crescent_Moon,C-Nero,Armament 999,3000*2 (5350),(3338),100%,-,U,2+40,X (78) X,86,-,205,removes all,https://mizuumi.wiki/images/0/0f/MBCC_C-Nero_41236C_AAD_hb.png,
Nero,Crescent_Moon,C-Nero,Number of the Beast,700*15 (3029 ~ 6145),(2526 ~ 5090),50% + 50% * remaining BH time,-,U,1+7,100,39,-,146,removes all,https://mizuumi.wiki/images/1/15/MBCC_C-Nero_LastArc_hb.png,
P.Ciel,Full_Moon,F-P.Ciel,5A,350,151,72% (O),"-SE-, -N-, -SP-, -EX-, (J)",L,5,4,5,3,13,3.15%,https://mizuumi.wiki/images/9/94/HPCiel-5A.png,
P.Ciel,Full_Moon,F-P.Ciel,5B (5B),700,505,70% (O),"N, SP, -CH-, EX, (J)",LH,8,2,18,-2,27,4.5%,https://mizuumi.wiki/images/1/10/Fpciel-5B.png,
P.Ciel,Full_Moon,F-P.Ciel,5B (5B~B),500,353,60% (O),"N, SP, EX, (J)",LH,10,3,24,-9,27,2.7%,https://mizuumi.wiki/images/1/10/Fpciel-5B.png,
P.Ciel,Full_Moon,F-P.Ciel,5C,950,707,70% (O),"N, SP, EX, (J)",LH,13,6,24,-12,42,5.85%,https://mizuumi.wiki/images/2/2a/Fpciel-5C.png,
P.Ciel,Full_Moon,F-P.Ciel,2A,300,101,72% (O),"-SE-, -N-, -SP-, -EX-, (J)",L,4,3,7,2,13,1.8%,https://mizuumi.wiki/images/1/13/Fpciel-2A.png,
P.Ciel,Full_Moon,F-P.Ciel,2B,900,505,80% (O),"N, SP, EX, (J)",LH,7,5,13,0,24,4.5%,https://mizuumi.wiki/images/a/a9/Fpciel-2B.png,
P.Ciel,Full_Moon,F-P.Ciel,2C,800,303,65% (O),"N, SP, EX, (J)",L,6,4,29,-15,38,4.5%,https://mizuumi.wiki/images/a/a0/HPCiel-2C.png,
P.Ciel,Full_Moon,F-P.Ciel,j.A,"300, 500 (725)",(596),100%,"SP, EX",HA,6,"2, 3",Until Landing+2,-,12,"2.7%, 4.5% (7.2%)",https://mizuumi.wiki/images/b/bb/Fpciel-J.A1.png,
P.Ciel,Full_Moon,F-P.Ciel,j.B,500,353,100%,"SP, EX",HA,8,6,Until Landing+2,-,15,3.6%,https://mizuumi.wiki/images/5/5d/HPCiel-j.B.png,
P.Ciel,Full_Moon,F-P.Ciel,j.C,1000,707,90% (O),"SP, EX",HA,10,5,Until Landing+2,-,16,6.3%,https://mizuumi.wiki/images/7/76/Cpcieljc.png,
P.Ciel,Full_Moon,F-P.Ciel,3B (3B),600,303,50% (O),"N, SP, EX, (J)",LH,11,2,34,-18,46,3.6%,https://mizuumi.wiki/images/6/6b/Cpciel6b.png,
P.Ciel,Full_Moon,F-P.Ciel,3B (3[B]),700,303,50% (O),"N, SP, EX, (J)",H,25,2,34,-18,46,4.5%,https://mizuumi.wiki/images/6/6b/Cpciel6b.png,
P.Ciel,Full_Moon,F-P.Ciel,6B,500,303,75% (O),"N, SP, EX, (J)",LH,12,4,22,-8,37,3.6%,https://mizuumi.wiki/images/a/a8/HPCiel-6B.png,
P.Ciel,Full_Moon,F-P.Ciel,3C,1000,672,65% (O),"SP, EX, (J)",LH,11,2,35,-19,47,3.5%,https://mizuumi.wiki/images/c/ca/Fpciel-3C.png,
P.Ciel,Full_Moon,F-P.Ciel,j.6C,1000,707,80% (O),"SP, EX",HA,9,5,Until Landing+2,-,15,9.0%,https://mizuumi.wiki/images/a/ac/Fpciel-J6C.png,
P.Ciel,Full_Moon,F-P.Ciel,Ground Throw,600,404,30%,(Any),U,3,1,22,-,25,5.4%,https://mizuumi.wiki/images/f/fa/MBCPCielThrow.png,
P.Ciel,Full_Moon,F-P.Ciel,Air Throw,"1600 (1408, Raw) 1200",1066,30%,"(Any if Raw) (SP, EX)",U,2,1,Until Landing+12,-,14,14.4% (Raw) 10.8%,https://mizuumi.wiki/images/d/d2/MBCPCielThrowAir.png,
P.Ciel,Full_Moon,F-P.Ciel,Shield Counter (Ground),500 (345),202,50%,"(SP), (EX), (J)",LHA,9,4,13,1,25,4.5%,https://mizuumi.wiki/images/b/b1/MBHPCielSC.png,
P.Ciel,Full_Moon,F-P.Ciel,Shield Counter (Air),500 (345),202,50%,-,HA,10,4,Until Landing+0,-,25,4.5%,https://mizuumi.wiki/images/b/b1/MBHPCielSC.png,
P.Ciel,Full_Moon,F-P.Ciel,Shield Bunker (Bunker),500,202,50%,-,LHA,26,4,19,-5,48,0.0% (-50.0% in blockstun),https://mizuumi.wiki/images/6/63/MBCPCiel214D.png,
P.Ciel,Full_Moon,F-P.Ciel,Shield Bunker ((Clash)),500,202,50%,-,LHA,7,4,19,-5,48,0.0%/-50.0%,https://mizuumi.wiki/images/6/63/MBCPCiel214D.png,
P.Ciel,Full_Moon,F-P.Ciel,Blood Heat,100,0,100%,-,U,15,5,26,-,45,uses all,https://mizuumi.wiki/images/0/06/MBCPCielHeat.png,
P.Ciel,Full_Moon,F-P.Ciel,Circuit Spark (Ground),100,0,100%,-,U,11,10,20,-,40,removes all,https://mizuumi.wiki/images/b/be/MBCPCielCSpark.png,
P.Ciel,Full_Moon,F-P.Ciel,Circuit Spark (Air),100,0,100%,-,U,12,10,Until Landing+15,-,40,removes all,https://mizuumi.wiki/images/b/be/MBCPCielCSpark.png,
P.Ciel,Full_Moon,F-P.Ciel,Rapid Stake (A),1400,808,100%,-,LH,13,4,30,-1,46,12.6%,https://mizuumi.wiki/images/1/14/Fpciel-236A.png,
P.Ciel,Full_Moon,F-P.Ciel,Rapid Stake ([A]),1700,1212,85% (M),-,LH,25,4,30,13,46,10.8%,https://mizuumi.wiki/images/1/14/Fpciel-236A.png,
P.Ciel,Full_Moon,F-P.Ciel,Rapid Stake (B),1500,1010,50% (O),-,LH,16,6,37,-10,46,10.8%,https://mizuumi.wiki/images/1/14/Fpciel-236A.png,
P.Ciel,Full_Moon,F-P.Ciel,Rapid Stake ([B]),1700,1212,100%,-,LH,24,6,37,-25,46,10.8%,https://mizuumi.wiki/images/1/14/Fpciel-236A.png,
P.Ciel,Full_Moon,F-P.Ciel,Rapid Stake (EX),"500, 2500 (2630)",(1973),100%,-,LH,1+9,6,34,-28,46,-100.0%,https://mizuumi.wiki/images/1/14/Fpciel-236A.png,
P.Ciel,Full_Moon,F-P.Ciel,Shaft Drive (A),500*3 (1336),(910),100%,"-CH-, -EX-, -J-, -SP-","LH (1), LHA (2-3)",5,"5, 3, 3",19,-,34,"4.5%, 1.8%*2 (8.1%)",https://mizuumi.wiki/images/c/cf/Cpciel623a.png,
P.Ciel,Full_Moon,F-P.Ciel,Shaft Drive (~X),350*N,202*N,"90% (M) , 70% (O)",-,LHA,10,X,Until Landing+15,-4,34,1.8%*N,https://mizuumi.wiki/images/c/cf/Cpciel623a.png,
P.Ciel,Full_Moon,F-P.Ciel,Shaft Drive (B),"500, 1500, 110*4, 1000 (2318)",(1643),"100%, 40% (O)",-,"LH (1), LHA",11,"4, 10",26,-,34,"4.5%, 13.5%, 9.0% (27.0%)",https://mizuumi.wiki/images/c/cf/Cpciel623a.png,
P.Ciel,Full_Moon,F-P.Ciel,Shaft Drive (EX),"1500, 250*6, 1000 (2489)",(1697),"100%, 40% (O)",-,LH,1+1,10,26,-,34,-100.0%,https://mizuumi.wiki/images/c/cf/Cpciel623a.png,
P.Ciel,Full_Moon,F-P.Ciel,Virgin Pain(EX: Oriflame Concert) (A),1500,1010,50% (O),-EX-,LHA,15,X,32,-6,46,13.5%,https://mizuumi.wiki/images/7/76/Fpciel-214A.png,
P.Ciel,Full_Moon,F-P.Ciel,Virgin Pain(EX: Oriflame Concert) (B),1500,1010,50% (O),-EX-,LHA,24,X,41,-13,46,13.5%,https://mizuumi.wiki/images/7/76/Fpciel-214A.png,
P.Ciel,Full_Moon,F-P.Ciel,Virgin Pain(EX: Oriflame Concert) (EX),"350*3, 400*8, 2500 (2479)",(1651),50% (O),-,LHA,3+2,X,178,-,46,-100.0%,https://mizuumi.wiki/images/7/76/Fpciel-214A.png,
P.Ciel,Full_Moon,F-P.Ciel,Grand Zappa (A),500,353,75% (O),-CH-,LHA,20,X,22,-2,41,3.6%,https://mizuumi.wiki/images/2/29/Fpciel-63214A.png,
P.Ciel,Full_Moon,F-P.Ciel,Grand Zappa (~X),650,303,75% (O),"SP, EX",LH,16,4,23,-10,41,4.5%,https://mizuumi.wiki/images/2/29/Fpciel-63214A.png,
P.Ciel,Full_Moon,F-P.Ciel,Grand Zappa (B),500,353/ 404,75% (O)/ 100%,-EX-,LHA,18,X,16,4,41,3.6%/ 4.5%,https://mizuumi.wiki/images/2/29/Fpciel-63214A.png,
P.Ciel,Full_Moon,F-P.Ciel,Grand Zappa ([B]),500,353/ 404,75% (O)/ 100%,-EX-,LHA,33,X,14,14,41,3.6%/ 4.5%,https://mizuumi.wiki/images/2/29/Fpciel-63214A.png,
P.Ciel,Full_Moon,F-P.Ciel,Grand Zappa (EX),"500, 300*3, 700 (1455)",(1109),50% (O),-,LHA,6+1,"20 (1) 1, 1, 1, 2",25,9,41,-100.0%,https://mizuumi.wiki/images/2/29/Fpciel-63214A.png,
P.Ciel,Full_Moon,F-P.Ciel,Shaft Drive (Air) (A),500*2 (925),(560),100%,"-CH-, -EX-",LHA,10,"3, 3",Until Landing+12,-,27,1.8%*2 (3.6%),https://mizuumi.wiki/images/9/90/Cpcielj236a.png,
P.Ciel,Full_Moon,F-P.Ciel,Shaft Drive (Air) (~X),350*N,202*N,"90% (M) , 70% (O)",-,LHA,10,X,Until Landing+15,-4,27,1.8%*N,https://mizuumi.wiki/images/9/90/Cpcielj236a.png,
P.Ciel,Full_Moon,F-P.Ciel,Shaft Drive (Air) (B),"1500, 110*4, 1000 (2061)",(1403),"100%, 40% (O)",-,LHA,10,5,Until Landing+12,-,27,"13.5%, 9.0% (22.5%)",https://mizuumi.wiki/images/9/90/Cpcielj236a.png,
P.Ciel,Full_Moon,F-P.Ciel,Shaft Drive (Air) (EX),"1500, 250*9, 1000 (2674)",(1811),"100%, 40% (O)",-,LHA,1+2,5,Until Landing+12,-,27,-100.0%,https://mizuumi.wiki/images/9/90/Cpcielj236a.png,
P.Ciel,Full_Moon,F-P.Ciel,Virgin Pain (Air)(EX: Oriflame Concert) (A/B),1500,1010,50% (O),-EX-,LHA,16,X,Until Landing+18,-,33,13.5%,https://mizuumi.wiki/images/7/7d/MBFPCielj214AB.png,
P.Ciel,Full_Moon,F-P.Ciel,Virgin Pain (Air)(EX: Oriflame Concert) (EX),"400*12, 2500 (2651)",(1789),50% (O),-,LHA,3+2,X,Until Landing+15,-,33,-100.0%,https://mizuumi.wiki/images/7/7d/MBFPCielj214AB.png,
P.Ciel,Full_Moon,F-P.Ciel,Seventh Holy Scripture - Impeachment of Original Sin,"700, 400*16, 2700 (3526)",(2766),50% (O),-,LH,3+9,3 x6,27,-12,56,removes all,https://mizuumi.wiki/images/6/6f/HPCiel-arcDrive.png,
P.Ciel,Full_Moon,F-P.Ciel,Seventh Holy Scripture - Saint's Burial,"700, 400*16, 7000, 600*8 (4965)",(3714),50% (O),-,LH,2+9,3 x6,27,-12,55,removes all,https://mizuumi.wiki/images/6/6f/HPCiel-arcDrive.png,
P.Ciel,Full_Moon,F-P.Ciel,Numeral Secret Crest - Heavenly Nest,52300 (4328 ~ 7254),(3615 ~ 6153),50% + 50% * remaining BH time,-,U,0,2,23,-,25,removes all,https://mizuumi.wiki/images/c/c3/MBCPCielLA.png,
P.Ciel,Half_Moon,H-P.Ciel,5A (5A),350,144,72% (O),"-SE-, -N-, -SP-, -CH-, -EX-, (J)",L,5,2,11,-1,17,2.45%,https://mizuumi.wiki/images/9/94/HPCiel-5A.png,
P.Ciel,Half_Moon,H-P.Ciel,5A (5A~6A),600,384,80% (M),"N, SP, -CH-, EX, (J)",LH,7,4,19,-8,17,4.2%,https://mizuumi.wiki/images/9/94/HPCiel-5A.png,
P.Ciel,Half_Moon,H-P.Ciel,5A (5A~6A~6A),1000,768,60% (O),"(N), SP, EX, (J)",LH,11,4,18,-4,17,7.0%,https://mizuumi.wiki/images/9/94/HPCiel-5A.png,
P.Ciel,Half_Moon,H-P.Ciel,5B,600,384,80% (O),"N, SP, EX, (J)",LH,8,3,17,-5,27,3.5%,https://mizuumi.wiki/images/2/27/Cpciel5b.png,
P.Ciel,Half_Moon,H-P.Ciel,5C,1000,672,70% (O),"N, SP, EX, (J)",LH,13,3,24,-9,39,3.5%,https://mizuumi.wiki/images/e/e7/Cpciel5c.png,
P.Ciel,Half_Moon,H-P.Ciel,2A,300,96,72% (O),"SE, N, SP, EX, (J)",L,6,4,8,0,17,1.4%,https://mizuumi.wiki/images/1/15/Cpciel2a.png,
P.Ciel,Half_Moon,H-P.Ciel,2B,700,432,80% (O),"N, SP, EX, (J)",LH,8,4,17,-6,28,4.2%,https://mizuumi.wiki/images/7/70/Cpciel2b.png,
P.Ciel,Half_Moon,H-P.Ciel,2C,800,288,65% (O),"N, SP, EX, (J)",L,6,4,28,-14,37,3.5%,https://mizuumi.wiki/images/a/a0/HPCiel-2C.png,
P.Ciel,Half_Moon,H-P.Ciel,j.A,300,96,75% (O),"SP, EX",LHA,6,4,-,-,9,1.4%,https://mizuumi.wiki/images/b/b3/Cpcielja.png,
P.Ciel,Half_Moon,H-P.Ciel,j.B,500,384,90% (M),"SP, EX",HA,8,6,-,-,13,3.5%,https://mizuumi.wiki/images/5/5d/HPCiel-j.B.png,
P.Ciel,Half_Moon,H-P.Ciel,j.C,1000,672,90% (O),"SP, EX",HA,10,5,-,-,14,4.9%,https://mizuumi.wiki/images/7/76/Cpcieljc.png,
P.Ciel,Half_Moon,H-P.Ciel,6B,500,288,75% (O),"N, SP, EX, (J)",LH,12,4,22,-8,37,2.8%,https://mizuumi.wiki/images/a/a8/HPCiel-6B.png,
P.Ciel,Half_Moon,H-P.Ciel,3C,1000,672,65% (O),"N, SP, EX, (J)",LH,11,2,35,-19,47,3.5%,https://mizuumi.wiki/images/5/5e/HPCiel-3C.png,
P.Ciel,Half_Moon,H-P.Ciel,4C,800,672,80% (O),"N, SP, EX, (J)",LH,12,3,23,-8,37,3.5%,https://mizuumi.wiki/images/b/b6/Cpciel4c.png,
P.Ciel,Half_Moon,H-P.Ciel,Ground Throw,600,384,30%,(Any),U,3,1,22,-,25,4.2%,https://mizuumi.wiki/images/f/fa/MBCPCielThrow.png,
P.Ciel,Half_Moon,H-P.Ciel,Air Throw,"1600 (1408, Raw) 1200",1013,30%,"(Any if Raw) (SP, EX)",U,2,1,Until Landing+12,-,14,11.2% (Raw) 8.4%,https://mizuumi.wiki/images/d/d2/MBCPCielThrowAir.png,
P.Ciel,Half_Moon,H-P.Ciel,Shield Counter (Standing),500 (345),198,50%,"(SP), (EX), (J)",LHA,9,4,13,1,25,3.5%,https://mizuumi.wiki/images/b/b1/MBHPCielSC.png,
P.Ciel,Half_Moon,H-P.Ciel,Shield Counter (Crouching),1500 (1117),714,50%,"(SP), (EX)",LA,9,4,13,1,25,10.5%,https://mizuumi.wiki/images/b/b1/MBHPCielSC.png,
P.Ciel,Half_Moon,H-P.Ciel,Shield Counter (Aerial),500 (345),198,50%,-,HA,10,4,-,-,25,3.5%,https://mizuumi.wiki/images/b/b1/MBHPCielSC.png,
P.Ciel,Half_Moon,H-P.Ciel,Shield Bunker (Neutral),500,192,50%,-,LHA,26,4,19,-5,48,0.0%,https://mizuumi.wiki/images/6/63/MBCPCiel214D.png,
P.Ciel,Half_Moon,H-P.Ciel,Shield Bunker ((Clash)),500,192,50%,-,LHA,7,4,19,-5,48,0.0%,https://mizuumi.wiki/images/6/63/MBCPCiel214D.png,
P.Ciel,Half_Moon,H-P.Ciel,Shield Bunker (Blockstun),0,0,100%,-,LHA,19,3,22,-7,48,-100.0%,https://mizuumi.wiki/images/6/63/MBCPCiel214D.png,
P.Ciel,Half_Moon,H-P.Ciel,Circuit Spark (Ground),100,0,100%,-,U,11,10,20,-,40,removes all,https://mizuumi.wiki/images/b/be/MBCPCielCSpark.png,
P.Ciel,Half_Moon,H-P.Ciel,Circuit Spark (Air),100,0,100%,-,U,12,10,Until Landing+15,-,40,removes all,https://mizuumi.wiki/images/b/be/MBCPCielCSpark.png,
P.Ciel,Half_Moon,H-P.Ciel,Rapid Stake (A),800*2 (1575),(945),"100%, 50% (M)",-,LH,12,3 (8) 3,34,-19,59,4.9%*2 (9.8%),https://mizuumi.wiki/images/1/1f/Cpciel236a-1.png,
P.Ciel,Half_Moon,H-P.Ciel,Rapid Stake ([A]),"800, 1100 (1865)",(1410),"100%, 70% (?)",-,"LH, H",12,3 (19) 4,29,"-35, -15",59,"4.9%, 8.4% (13.3%)",https://mizuumi.wiki/images/1/1f/Cpciel236a-1.png,
P.Ciel,Half_Moon,H-P.Ciel,Rapid Stake (B),-,-,-,-CH-,-,-,-,46,-,59,6,https://mizuumi.wiki/images/1/1f/Cpciel236a-1.png,
P.Ciel,Half_Moon,H-P.Ciel,Rapid Stake (~A),1200,960,50% (O),-,LH,23,4,30,-16,59,8.4%,https://mizuumi.wiki/images/1/1f/Cpciel236a-1.png,
P.Ciel,Half_Moon,H-P.Ciel,Rapid Stake (~B),1500,960,100%,-,LH,19,6,39,-27,59,7.0%,https://mizuumi.wiki/images/1/1f/Cpciel236a-1.png,
P.Ciel,Half_Moon,H-P.Ciel,Rapid Stake (~C),700,480,70% (M)/ 65% (O)*,-,LH*,9,"2, 2",30,-15,59,3.5%,https://mizuumi.wiki/images/1/1f/Cpciel236a-1.png,
P.Ciel,Half_Moon,H-P.Ciel,Rapid Stake (EX),"250*10, 1400 (3106)",(1303),100%,-,LH,1+3,"3, 4 x8, 1",27,0,59,-100.0%,https://mizuumi.wiki/images/1/1f/Cpciel236a-1.png,
P.Ciel,Half_Moon,H-P.Ciel,Shaft Drive (A),500*3 (1336),(910),100%,"-CH-, -J-","LH (1), LHA (2-3)",5,"5, 3, 3",19,-,34,"4.5%, 1.8%*2 (8.1%)",https://mizuumi.wiki/images/c/cf/Cpciel623a.png,
P.Ciel,Half_Moon,H-P.Ciel,Shaft Drive (~X),350*N,202*N,"90% (M) , 70% (O)",-,LHA,10,X,Until Landing+15,-4,34,1.8%*N,https://mizuumi.wiki/images/c/cf/Cpciel623a.png,
P.Ciel,Half_Moon,H-P.Ciel,Shaft Drive (B),"500, 1500, 110*4, 1000 (2318)",(1643),"100%, 40% (O)",-,"LH (1), LHA",11,"4, 10",27,-,34,"4.5%, 13.5%, 9.0% (27.0%)",https://mizuumi.wiki/images/c/cf/Cpciel623a.png,
P.Ciel,Half_Moon,H-P.Ciel,Shaft Drive (EX),"1500, 250*6, 1000 (2489)",(1697),"100%, 40% (O)",-,LH,1+1,10,(~40),-,34,-100.0%,https://mizuumi.wiki/images/c/cf/Cpciel623a.png,
P.Ciel,Half_Moon,H-P.Ciel,Numeral Secret Crest - Lightning Fury(EX: Numeral Secret Crest - Blue Storm) (A),300*10 (1434),(1148),50% (O),-,LHA,25,1 x10,13,-2,47,0.49%*10 (4.9%),https://mizuumi.wiki/images/c/c8/MBHPCiel214A.png,
P.Ciel,Half_Moon,H-P.Ciel,Numeral Secret Crest - Lightning Fury(EX: Numeral Secret Crest - Blue Storm) ([A]),300*12 (1635),(1308),50% (O),-,LHA,30,X,23,17,47,0.49%*12 (5.88%),https://mizuumi.wiki/images/c/c8/MBHPCiel214A.png,
P.Ciel,Half_Moon,H-P.Ciel,Numeral Secret Crest - Lightning Fury(EX: Numeral Secret Crest - Blue Storm) (B),300*11 (1537),(736),50% (O),-,LHA,24,23,1,11,47,0.7%*11 (7.7%),https://mizuumi.wiki/images/c/c8/MBHPCiel214A.png,
P.Ciel,Half_Moon,H-P.Ciel,Numeral Secret Crest - Lightning Fury(EX: Numeral Secret Crest - Blue Storm) ([B]),300*15 (1901),(910),50% (O),-,LHA,29,X,24,19,47,0.7%*11 (10.5%),https://mizuumi.wiki/images/c/c8/MBHPCiel214A.png,
P.Ciel,Half_Moon,H-P.Ciel,Numeral Secret Crest - Lightning Fury(EX: Numeral Secret Crest - Blue Storm) (EX),450*10 (2151),(1842),50% (O),-,LHA,6+18,X,37,20,47,-100.0%,https://mizuumi.wiki/images/c/c8/MBHPCiel214A.png,
P.Ciel,Half_Moon,H-P.Ciel,Shaft Drive (Air) (A),500*2 (925),(533),100%,-CH-,LHA,10,"3, 3",Until Landing+12,-,27,1.4%*2 (2.8%),https://mizuumi.wiki/images/9/90/Cpcielj236a.png,
P.Ciel,Half_Moon,H-P.Ciel,Shaft Drive (Air) (~X),350*N,192*N,"90% (M) , 70% (O)",-,LHA,10,X,Until Landing+15,-4,27,1.4%*N,https://mizuumi.wiki/images/9/90/Cpcielj236a.png,
P.Ciel,Half_Moon,H-P.Ciel,Shaft Drive (Air) (B),"1500, 110*4, 1000 (2061)",(1334),"100%, 40% (O)",-,LHA,10,5,Until Landing+12,-,27,"10.5%, 7.0% (17.5%)",https://mizuumi.wiki/images/9/90/Cpcielj236a.png,
P.Ciel,Half_Moon,H-P.Ciel,Shaft Drive (Air) (EX),"1500, 250*9, 1000 (2674)",(1719),"100%, 40% (O)",-,LHA,1+2,5,Until Landing+12,-,27,-100.0%,https://mizuumi.wiki/images/9/90/Cpcielj236a.png,
P.Ciel,Half_Moon,H-P.Ciel,Numeral Secret Crest - Lightning Fury (Air)(EX: Numeral Secret Crest - Blue Storm) (A),300*10 (1434),(1148),50% (O),"-N-, -J-",LHA,26,1 x10,14,-,49,0.49%*10 (4.9%),https://mizuumi.wiki/images/a/a3/MBHPCielj214A.png,
